date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),medianTxValue(USD),activeAddresses,paymentCount,blockCount
2018-04-01,140905829.3632959,6282,4595550408.127209,6.0,401303008.0,1868.8355300984822,4288,6282,
2018-04-02,118595080.57518686,6659,4357040610.933785,5.68,314995008.0,1243.9199999999998,4814,6659,
2018-04-03,133197056.9464067,6896,4542905375.742251,5.9,306368992.0,994.863284099,5124,6896,
2018-04-04,104785469.41336569,6050,4716884556.668411,6.11,260820000.0,972.0653094126001,4488,6050,
2018-04-05,109379808.69860381,7476,4425649361.16875,5.72,542464000.0,1428.242339095,5376,7476,
2018-04-06,208097699.31750542,11742,4931373160.033957,6.36,451440991.99999994,1265.64,9108,11742,
2018-04-07,109136974.13490534,7095,4570743631.431472,5.88,220028000.0,1293.371595516,5132,7095,
2018-04-08,127985163.76588069,14504,4608971055.56114,5.9,166915008.0,751.7861939200001,12486,14504,
2018-04-09,170412131.5189885,13272,4682982539.284497,5.98,226564992.0,1149.5882616589959,10358,13272,
2018-04-10,198680917.51134002,11640,4614127446.74,5.88,225493999.99999997,1699.32,8610,11640,
2018-04-11,630325512.7886121,25756,4719570337.809187,6.0,1818530048.0,1741.0782189000001,16378,25756,
2018-04-12,850133368.8340955,37730,6705092651.091954,8.5,1717360000.0,2126.7,26798,37730,
2018-04-13,557468269.0021023,27613,6891953300.929062,8.71,936742976.0,1231.2107600000002,20028,27613,
2018-04-14,811995956.6030989,36260,6939070493.168605,8.75,811486976.0,874.125,26192,36260,
2018-04-15,550287208.1450146,26791,6860105540.241667,8.63,861262976.0,862.9999991370001,20751,26791,
2018-04-16,363872633.26854765,12991,6702521378.8555565,8.39,455203999.99999994,855.7800000000001,9617,12991,
2018-04-17,237343947.07790628,12368,6506499400.836664,8.13,798768000.0,1401.4645892790002,8236,12368,
2018-04-18,210214737.95946556,9407,6809426268.435217,8.49,518188992.0,1305.8528430000001,6521,9407,
2018-04-19,241797618.0946691,9865,7258026391.046611,9.02,554115968.0,1547.7314704763999,6850,9865,
2018-04-20,568481335.0168024,14315,7670716387.700437,9.51,1512339968.0,1817.7114435,9682,14315,
2018-04-21,529833636.5484558,11641,9366852953.378939,11.58,1142259968.0,2214.681948,8110,11641,
2018-04-22,335202985.69905436,11477,8972265328.87401,11.07,1001900032.0,1910.2674720051002,7913,11477,
2018-04-23,379101104.5275492,10239,9206057492.741602,11.33,662115968.0,1356.3164527,8003,10239,
2018-04-24,546556352.9936423,23527,9555272838.335075,11.73,3223780096.0000005,1550.7911598,15996,23527,
2018-04-25,517453660.0853644,17551,12333916594.861687,15.1,3005040128.0,2448.012,12758,17551,
2018-04-26,543377565.8594499,13373,11814165223.189154,14.43,1566850048.0,2164.5,9773,13373,
2018-04-27,602981523.3075297,15945,12697852550.051588,15.47,2486409984.0,2311.5345482229004,11797,15945,
2018-04-28,612534449.4742352,21861,13729365061.444092,16.69,2728300032.0,1891.5798917017003,16798,21861,
2018-04-29,2030260439.8182425,29523,15575080761.374187,18.88,4870720000.0,2832.0,20512,29523,
2018-04-30,1090941816.00776,23260,17893409761.736065,21.64,4073370112.0,3539.9431038608186,15934,23260,
2018-05-01,577347664.0827042,15329,14650265425.32665,17.67,3330129920.0,2297.1000000000004,11211,15329,
2018-05-02,592407768.9056159,14521,15728499997.845913,18.93,2410370048.0,1906.251,10956,14521,
2018-05-03,1874543035.1085804,20461,16048212223.635902,19.27,2266540032.0,2335.0359228882,14809,20461,
2018-05-04,456290958.54197127,15618,14787162293.334698,17.71,1749309952.0,2100.2886703645,11340,15618,
2018-05-05,396950738.3943889,14491,14342679348.54719,17.14,1614729984.0,1714.0,10868,14491,
2018-05-06,431359227.5102439,12570,14885286045.182598,17.74,1434829952.0,2212.2330884655,9379,12570,
2018-05-07,574524849.7214918,13998,14859803709.310345,17.67,2000850048.0,2703.51,10010,13998,
2018-05-08,610945225.350032,15059,15153231246.126791,17.98,1449939968.0,1986.7736382,11679,15059,
2018-05-09,604111678.9931269,18745,15328765830.247492,18.12,1199539968.0,1902.6000000000001,14157,18745,
2018-05-10,698626020.1669984,21771,15242025611.828962,17.97,1287810048.0,1831.8618,16650,21771,
2018-05-11,983639901.2319083,19949,14846999618.089933,17.46,2919820032.0,3492.0,13859,19949,
2018-05-12,1350601125.37315,19296,12769386456.792984,14.98,3091069952.0,3314.3117394044,12169,19296,
2018-05-13,567244364.6724913,13973,12158236921.112452,14.23,1589949952.0,1768.6337507,9775,13973,
2018-05-14,673738104.2812214,17905,12789917057.527817,14.93,1702960000.0,2530.6349999999998,12469,17905,
2018-05-15,663393431.4235692,15596,12064861638.198614,14.05,1371869952.0,2327.1806197650003,11295,15596,
2018-05-16,479332574.9013811,28139,11128450098.110415,12.93,1534140032.0,827.52,23681,28139,
2018-05-17,482822166.0241338,16514,11105293037.017698,12.87,1644329984.0,1274.1299999999999,12201,16514,
2018-05-18,552018331.1369313,17754,10703520512.926922,12.37,1343680000.0,436.8236360594,14163,17754,
2018-05-19,270806389.410881,10397,11301547929.949886,13.04,1018750016.0,1429.5108765488,8000,10397,
2018-05-20,360337407.16383976,14387,11440235253.847965,13.17,1228359936.0,1744.3828392288,10602,14387,
2018-05-21,447527477.2888722,16068,12221800434.023687,14.03,1063000000.0,1931.1078570238499,11932,16068,
2018-05-22,566459144.8248626,13283,11799688671.269764,13.52,991158976.0,1962.1381311999999,10045,13283,
2018-05-23,532505865.87408483,17371,10796222472.973345,12.33,1591750016.0,1759.8608998767002,12970,17371,
2018-05-24,684237849.9953645,19888,9578905698.287058,10.92,2161890048.0,1852.9043442546,15469,19888,
2018-05-25,450227972.33011943,24317,11259988763.819366,12.81,1624390016.0,1637.6304,18594,24317,
2018-05-26,465078240.25637764,21424,10815611614.8583,12.27,1085629952.0,1239.27,18347,21424,
2018-05-27,733344984.7250715,17421,10854880939.131096,12.29,939929024.0,1265.87,15032,17421,
2018-05-28,1319246286.7960865,30984,11075233443.943298,12.5,1580160000.0,1516.5435873098,25908,30984,
2018-05-29,929289719.611854,37769,10390094610.295567,11.7,1877299968.0,1753.83,31267,37769,
2018-05-30,1163797515.858984,44229,10842179404.15154,12.18,1269209984.0,1199.73,34369,44229,
2018-05-31,1157757824.4413824,57471,10673141719.587948,11.97,1142809984.0,362.69100000000003,50224,57471,
2018-06-01,2276723319.0664535,18093,10985414895.610884,12.29,1058150016.0,508.53906119999994,15457,18093,
2018-06-02,257282543.90537503,9204,11010822218.74152,12.29,2884720128.0,325.01594057284996,7781,9204,
2018-06-03,,,13272700215.523256,14.81,1631840000.0,,,,
2018-06-04,,,13080306451.852398,14.6,1297159936.0,,,,
2018-06-05,,,12173223893.461973,13.58,1445139968.0,,,,
2018-06-06,,,12768756146.50287,14.25,1022289984.0,,,,
2018-06-07,,,12536529888.01508,13.99,1017480000.0000001,,,,
2018-06-08,,,13056898100.84758,14.57,1105590016.0,,,,1
2018-06-09,65954167.307964,25103,12577477189.48085,14.04,1175320064.0,140.39999999999998,163932,163931,13337
2018-06-10,1037.9842199999998,12975,12578956320.674274,14.04,2317139968.0,14.04,57,51,80482
2018-06-11,11199.138249,14362,10137637003.594479,11.31,1570569984.0,11.31,197,223,172800
2018-06-12,16235.079630000002,10237,10352248346.301369,11.55,1052700031.9999999,1.155,254,416,172800
2018-06-13,4120.215929999999,8200,9191323274.258127,10.26,1266409984.0,0.1026,233,404,172682
2018-06-14,3571.7619689999997,8898,9114082295.4,10.17,1409440000.0,0.1276335,246,324,172291
2018-06-15,10592.420253999999,117776,10117527766.035646,11.29,936732992.0,0.1129,459,797,172503
2018-06-16,9111.381720000001,14462,9544620576.095955,10.65,680969984.0,0.0010650000000000002,283,1100,138696
2018-06-17,279346.836189,60225,9529445198.671457,10.63,432120992.0,0.0010630000000000001,346,3299,172750
2018-06-18,523896089.13878393,62825,9357371634.794775,10.44,720630015.9999999,10.44,522,534,172792
2018-06-19,433789822.02198404,52127,9603947082.139795,10.72,715926016.0,53.6,791,800,170453
2018-06-20,530486092.338663,46448,9613469306.477928,10.73,852286976.0,1287.6000000000001,1506,1744,172746
2018-06-21,327718578.34401697,22361,9348184717.96449,10.43,662139008.0,104.3,1172,1608,172604
2018-06-22,224619067.341248,115952,9335203581.226328,10.42,1258310016.0,1042.0,1066,2581,172771
2018-06-23,238935064.151829,13605,7769967161.857312,8.67,709977024.0,1231.14,1089,1926,172728
2018-06-24,57475824.65976601,11904,7581593388.571076,8.46,1397600000.0000002,795.2400000000001,1216,2199,172653
2018-06-25,208869761.778714,112690,7235805663.072815,8.07,905011968.0,393.947541,1430,2876,172778
2018-06-26,97351774.65592599,66819,7397857966.348868,8.26,629339008.0,518.211337,1341,2916,172762
2018-06-27,93155062.53842801,280735,6704738011.930088,7.48,716035968.0,374.0,1728,4228,172602
2018-06-28,442035939.876363,144743,7181279208.108725,8.01,724915008.0,364.82426100000004,2232,5304,172629
2018-06-29,25396521.311258998,215778,6694799611.622251,7.47,802745984.0,298.484019,1855,4414,172705
2018-06-30,149229583.994304,115583,6940309304.413283,7.74,832537984.0,215.767206,1725,4184,172348
2018-07-01,34393192.194115005,137605,7304498748.302583,8.15,621643008.0,143.44000000000003,2125,5485,172641
2018-07-02,80698652.885312,136374,7292187021.428572,8.14,1024129984.0,260.48,3598,8820,172661
2018-07-03,367355792.984796,154296,7986778472.687783,8.91,1006099968.0,406.9878615,6495,15278,172423
2018-07-04,86784379.755135,121373,7926676527.43532,8.85,935387008.0,447.952485,4290,9309,172721
2018-07-05,180269128.840248,132903,7953877599.157895,8.88,958548992.0,427.000128,4318,10324,172715
2018-07-06,149232024.54675,164583,7974756486.013825,8.9,604649984.0,355.11,4503,10083,172415
2018-07-07,106251198.76288798,132155,7771778152.533259,8.67,490260992.0,211.771686,3404,7329,170416
2018-07-08,117476094.96192,148823,8105814018.094143,9.04,491667008.0,350.17615199999995,2577,4867,170154
2018-07-09,66518537.775014006,124232,7800990302.87871,8.71,707878016.0,448.88901200000004,2861,5490,172762
2018-07-10,64185777.6701,607513,6941401820.56172,7.75,707110016.0,644.270675,2551,5207,172610
2018-07-11,158411186.478986,676522,6458982245.998609,7.21,599606976.0,657.4254645,2646,5162,172041
2018-07-12,94097809.88469,353890,6422020856.369564,7.17,597379968.0,179.25,2948,5718,172778
2018-07-13,76244885.42136501,936254,6188994292.002873,6.91,586718016.0,0.0006910000000000001,66769,71921,172417
2018-07-14,100781361.249528,2262137,6236709698.609442,6.96,396983008.0,69.6,3854,6846,170900
2018-07-15,137337562.807758,3235261,6258234111.156756,6.98,501439999.99999994,62.82000000000001,5086,9029,171027
2018-07-16,261566163.58398002,2207468,6627540421.011099,7.4,716972032.0,74.0,5848,12144,171175
2018-07-17,92287149.57519601,6321479,7228384569.574033,8.07,847793984.0,20.175,7009,13040,164498
2018-07-18,85008072.375448,6742775,7861001883.932636,8.77,929459008.0,0.000877,12274,20206,168334
2018-07-19,510843579.318072,8307320,7689320056.262217,8.58,852908992.0,66.07887000000001,5011,9493,163750
2018-07-20,191725694.74296,5766056,7524654200.35443,8.4,810102976.0,0.81396,9507,17413,168419
2018-07-21,56083295.32293,7025941,7075781759.428571,7.9,551660032.0,0.79,6805,19187,170205
2018-07-22,53707107.700108,7545182,7183798295.802531,8.02,497159008.0,8.24055,5393,10545,169867
2018-07-23,79164683.553744,7166509,7058034135.994982,7.88,630787008.0,0.0007880000000000001,19249,28757,170213
2018-07-24,350678149.432948,6941005,7145990573.575582,7.97,1007480000.0,0.000797,13417,20726,171849
2018-07-25,97454560.82884002,7274451,7669966968.930671,8.56,835307008.0,0.8560000000000001,9637,15234,170390
2018-07-26,71415602.212164,7077989,7636827164.293269,8.52,644028992.0000001,0.000852,31975,42982,168620
2018-07-27,73398070.46190901,3698243,7448410215.1212845,8.31,694945984.0,0.0008310000000000001,86939,92324,171699
2018-07-28,76570500.45935701,5653858,7557037212.497596,8.43,527104000.0,0.000843,71139,77620,171606
2018-07-29,34595288.073006,8416821,7478152436.0,8.34,615336000.0,0.000834,7281,10916,170963
2018-07-30,126230798.15289,8083187,7472847923.606177,8.34,849398000.0,4.347642,4174,10251,170039
2018-07-31,68393450.30578199,7271418,7043731608.834463,7.77,708842000.0,0.000777,14166,19772,170142
2018-08-01,50425711.609056,7661172,6665673606.47934,7.36,699077000.0,0.0007360000000000001,10796,16676,170708
2018-08-02,203854767.62495202,8216194,6557748174.02833,7.24,559363000.0,0.000724,28846,38622,168679
2018-08-03,39000821.288925,8361138,6391557069.062499,7.05,521404000.0,0.000705,28265,35364,162113
2018-08-04,42863960.74752,7215324,6521576345.407725,7.2,465467000.0,0.00072,67031,86935,168018
2018-08-05,89511936.22770001,3364039,6339914984.560907,7.0,481289000.0,0.0007,64403,78604,170414
2018-08-06,50950606.96359199,5985614,6399873307.643564,7.06,477949000.0,0.000706,40912,77157,170405
2018-08-07,55602082.509742,7390761,6396299839.4009075,7.06,572786000.0,0.000706,12504,17222,171412
2018-08-08,266709172.78236,6763662,5986236007.191413,6.6,885000000.0,0.78408,9791,17844,171604
2018-08-09,61311407.376054004,7358344,5086059957.910345,5.61,711726000.0,17.8959,5017,11393,172136
2018-08-10,76892621.05002,6806950,5252916633.44697,5.8,771704000.0,0.00058,58708,65693,169937
2018-08-11,55043207.098176,7337851,4782267183.49004,5.28,651458000.0,0.000528,33862,50919,166506
2018-08-12,28798178.547665,7666177,4562197971.171657,5.03,602163000.0,0.0005030000000000001,74243,86156,163082
2018-08-13,62559316.77125099,8690481,4543796443.155844,5.01,666517000.0,38.717530499999995,3658,10220,165454
2018-08-14,63139672.615866005,8476219,4188205399.611354,4.62,588931000.0,4.62,6561,13608,169339
2018-08-15,52066113.767886005,7608511,4219652774.7456903,4.66,692546000.0,0.00046600000000000005,12016,18003,168596
2018-08-16,50041645.01028799,3237240,4208112472.9911504,4.64,654120000.0000001,46.4,2177,8218,171942
2018-08-17,80596257.07577999,2915765,4093224526.9255896,4.52,1009130000.0,41.358,2590,11235,172330
2018-08-18,44323600.396694,4696460,5022094286.211765,5.54,824713000.0,0.000554,83278,100930,172062
2018-08-19,47372096.683350004,7962129,4618899427.5706215,5.1,659969000.0,0.49266,7257,20457,171033
2018-08-20,51382345.86723,7622641,4803775189.747899,5.3,560766000.0,5.3,5185,23050,171153
2018-08-21,271488915.004153,6517547,4288756882.8309574,4.73,412303000.0,0.00047300000000000006,116996,214207,171708
2018-08-22,79800916.646686,2436206,4453076192.673729,4.91,571812000.0,0.000491,78716,161645,172630
2018-08-23,94847794.870114,6802492,4286208331.6361794,4.73,442313000.0,4.73,22113,75509,171652
2018-08-24,56086154.96042801,6909588,4450121710.259406,4.91,616336000.0,4.9591,11184,90991,171985
2018-08-25,40715288.246203996,6723153,4583030542.613861,5.06,356801000.0,5.06,16679,107432,171923
2018-08-26,36500108.393448,2606978,4571489234.327272,5.04,361901000.0,5.04,13959,63036,172323
2018-08-27,62478407.381445006,5774005,4483369082.6026125,4.95,552155000.0,4.95,4637,99888,171720
2018-08-28,80690425.38249,5646995,4852314761.067796,5.35,622686000.0,5.35,4317,91757,171709
2018-08-29,114358541.46007,5336603,5349397303.022876,5.9,955876000.0000001,5.9,7011,115401,172064
2018-08-30,95307843.082716,4498038,5544851808.493422,6.12,744458000.0,6.12,18460,100343,171291
2018-08-31,122402180.296008,3452900,5489206252.339035,6.06,899621000.0,6.06,16176,164087,171206
2018-09-01,69852528.922148,4347621,5839707983.216867,6.44,746530000.0,9.66,4856,129681,170917
2018-09-02,88762093.985565,4210544,6025772150.522728,6.65,903575000.0000001,6.65,4102,135555,171124
2018-09-03,173578712.776504,4380445,6013514839.282844,6.64,720704000.0,6.64,4383,128057,171103
2018-09-04,178570978.135854,4774481,5850079184.737655,6.46,765275000.0,6.46,25927,146044,170553
2018-09-05,141146897.160816,5048297,5871714616.551724,6.48,1009270000.0,6.48,58163,186341,171166
2018-09-06,127437519.951061,904307,4720374699.541985,5.21,844070000.0,5.21,69933,210500,171337
2018-09-07,136419466.697316,5077661,4744001223.5225935,5.23,651853000.0,5.23,54316,194347,168901
2018-09-08,44690175.67541999,3157655,4624675642.5,5.1,531005000.0,5.1,33266,180169,172393
2018-09-09,56210751.29978,5914083,4311834621.971831,4.76,621964000.0,4.76,16823,117675,158109
2018-09-10,96006053.390917,4810318,4518529255.753968,4.99,536130000.0,4.99,6520,125234,161229
2018-09-11,44661495.078681,1208067,4598233297.144578,5.07,582087000.0,5.07,7150,162237,170573
2018-09-12,37006855.42,734139,4530097367.408907,5.0,707279000.0,5.0,5763,153584,170838
2018-09-13,118624180.98316799,622992,4493191135.851577,4.96,718438000.0,4.96,10251,178337,172613
2018-09-14,83764486.11424199,617567,4912659411.814042,5.42,606576000.0,1.355,47357,170196,172473
2018-09-15,42967257.510974996,803841,4758949882.361111,5.25,508734000.0,10.5,7806,203943,172449
2018-09-16,47260514.708363995,714053,4874897078.059041,5.38,477706000.00000006,5.38,25883,199730,172588
2018-09-17,83312929.04047799,824640,4919381379.705522,5.43,696413000.0,5.43,39668,217620,172563
2018-09-18,71694975.54657601,966691,4404446267.611766,4.86,658606000.0,2.43,45052,249505,172570
2018-09-19,56798826.91091399,991468,4584855025.70172,5.06,622045000.0,2.53,19226,280399,172689
2018-09-20,75118655.8101,970782,4761268175.304878,5.25,703866000.0,2.2575,25527,295495,172791
2018-09-21,138784524.433425,1107299,5212555870.276873,5.75,1088760000.0,0.71875,97600,406033,172676
2018-09-22,74515486.76154599,1129399,5600717605.163575,6.18,669024000.0,0.9269999999999999,93554,373066,172793
2018-09-23,223945841.60459,1152974,5392722745.0,5.95,686260000.0,1.4875,16635,308543,172653
2018-09-24,37987463.84783,1052409,5458246565.859155,6.02,654906000.0,0.602,36774,446690,172792
2018-09-25,99355826.43438399,1197153,5149299716.446096,5.68,891486000.0000001,1.136,87564,344606,172728
2018-09-26,46460416.211286,1130715,4889061779.264865,5.39,683187000.0,2.156,20347,281724,172759
2018-09-27,57211436.33635199,903215,5035320417.175257,5.56,753645000.0,3.6846119999999996,17118,302093,172515
2018-09-28,96281102.483533,909954,5283445662.000001,5.83,840105000.0,4.664000000000001,19690,311724,172690
2018-09-29,75234697.51968001,1131483,5223714670.0,5.76,678214000.0,4.608,13538,344553,172772
2018-09-30,110893317.639552,1288261,5219241811.804195,5.76,828008000.0,1.728,26260,352066,172793
2018-10-01,63690010.80365,1416553,5198765742.0,5.74,695608000.0,1.435,36951,372509,172788
2018-10-02,47042344.59071001,1883906,5198652212.488496,5.74,564671000.0,0.7175,75943,507607,172793
2018-10-03,57454858.250856005,1377687,5082325354.516014,5.61,595740000.0,0.70125,99742,406992,172800
2018-10-04,52165132.03096,1472277,5099873750.198961,5.63,613679000.0,1.4075,72562,384275,172772
2018-10-05,55295052.375842996,1461405,5248360387.574871,5.79,554553000.0,0.5790000000000001,135802,461164,172728
2018-10-06,38995259.918531,1668258,5264659282.612565,5.81,486075000.0,0.581,210680,643966,172798
2018-10-07,33683382.998106,2118245,5191991182.093751,5.73,525930000.0,0.5730000000000001,50548,558341,172684
2018-10-08,176306101.259909,1876704,5232086810.840947,5.77,627571000.0,1.4425,19103,506036,172689
2018-10-09,67797114.506736,2210207,5364753229.15736,5.92,538883000.0,0.9472,96145,509187,172784
2018-10-10,120929142.785412,2020724,5337692964.052721,5.89,533169000.0,1.4725,83520,538653,172290
2018-10-11,143145255.043224,1978872,5325857628.0,5.88,758737000.0,1.47,52656,536901,172779
2018-10-12,70216027.264656,2330469,4567078604.432433,5.04,525306999.99999994,1.26,56909,644295,172667
2018-10-13,72891992.636036,2503586,4697845882.1866665,5.18,362608999.99999994,1.295,21365,686748,172721
2018-10-14,53816032.86885,1986067,4755292940.715668,5.25,372902999.99999994,1.3125,13658,537772,172731
2018-10-15,138605872.68589202,1177049,4677105339.334553,5.16,918475000.0,5.16,18320,445022,172762
2018-10-16,127193034.654676,1804756,4963475389.367647,5.48,425119000.0,5.48,7988,576833,172195
2018-10-17,87915530.64279,2592855,4940797875.702403,5.45,401459000.0,2.725,20645,773723,172736
2018-10-18,56287619.20219,3525566,4916108533.633645,5.42,440484000.0,1.355,45928,1086303,172726
2018-10-19,79378588.442192,4329330,4860873150.574109,5.36,378435000.0,2.2201120000000003,45519,1294139,172586
2018-10-20,99866668.559238,3739906,4841502753.329609,5.34,366171000.0,1.335,129278,1421357,172101
2018-10-21,126642322.097091,3708033,4869274830.52583,5.37,443995000.0,2.148,99432,1368168,172567
2018-10-22,105359923.27418499,3535491,4905529094.29368,5.41,348657000.0,2.705,30231,1099906,172574
2018-10-23,72518468.39122601,3611763,4874438304.01845,5.38,329169000.0,2.152,35836,1155195,172537
2018-10-24,78940492.51906,4709716,4902667617.585502,5.41,312068000.0,2.705,36190,1151157,172641
2018-10-25,68636050.106932,3771273,4879130590.968343,5.38,291321000.0,2.152,36792,1229717,172692
2018-10-26,79184604.77946,4684824,4863674144.376624,5.37,355795000.0,2.685,29098,1251572,172667
2018-10-27,71423406.86865999,4521588,4886231902.310409,5.39,415957000.0,2.695,19065,1266829,172509
2018-10-28,107047839.77010001,4113596,4889424728.287293,5.4,382333000.0,2.22858,22376,1283396,172548
2018-10-29,98306551.50261499,4019134,4899178016.829126,5.41,578423000.0,2.705,29687,1284114,172691
2018-10-30,91053903.912255,3836278,4663357800.690662,5.15,562212000.0,5.15,33103,1228695,172455
2018-10-31,168415546.13664398,4486620,4654767571.769231,5.14,646592000.0,3.0839999999999996,37861,1358372,172573
2018-11-01,89732892.17776,4690224,4709788143.863636,5.2,560423000.0,2.6,43689,1399456,172652
2018-11-02,127912023.56961602,4898734,4781010548.238806,5.28,668222000.0,5.28,42017,1478286,172392
2018-11-03,76263894.376616,4328028,4861672664.105462,5.36,624348000.0,4.963896,46976,1335715,172519
2018-11-04,137188091.215413,3995996,4811552328.51743,5.31,736521000.0,5.31,81696,1231874,172441
2018-11-05,122121443.07388802,4392188,4928188915.597807,5.44,681390000.0,5.44,32931,1148363,171916
2018-11-06,334401242.14492005,4240665,4931104332.732985,5.48,776546000.0,5.48,30052,1182326,172050
2018-11-07,160979825.55762002,4047880,5192398511.049558,5.73,719042000.0,5.73,30164,1077015,171945
2018-11-08,166628690.90166,4525805,5115766804.254545,5.64,655039000.0,5.64,26258,1180132,171201
2018-11-09,137838137.5624,7101094,4986923702.04461,5.5,719946000.0,5.5,94486,1995179,169747
2018-11-10,118594854.19716999,7305228,4877118984.309963,5.38,595931000.0,5.38,46490,1947598,171366
2018-11-11,129215316.116136,7995091,4906201814.281249,5.41,729699000.0,5.41,31077,2090138,171693
2018-11-12,120721953.01351501,7319390,4941020651.694445,5.45,606714000.0,5.45,38398,1914749,172236
2018-11-13,133551469.9314,7018913,4890364463.288719,5.4,766307000.0,5.4,65118,1815306,172318
2018-11-14,283812084.620226,5404547,4726276724.25,5.22,1244140000.0,10.44,40283,1594857,172548
2018-11-15,155911359.503072,4450275,4203300734.055436,4.64,1265280000.0,6.032,18860,1456938,172522
2018-11-16,484313295.93270403,5220367,4247963619.1538467,4.69,923307999.9999999,4.69,41471,1655422,172457
2018-11-17,102113493.143935,5616736,4125914597.658643,4.55,773374000.0,4.55,44614,1787751,172374
2018-11-18,133358333.35846801,5161205,4148224406.4705887,4.58,750443000.0,4.58,38216,1720697,172111
2018-11-19,204315098.61606,6287736,4171792781.6176467,4.6,1193950000.0,2.3,63327,1967765,172312
2018-11-20,163936056.76300603,7747554,3685872521.274933,4.07,1305960000.0,2.035,37708,2430883,172144
2018-11-21,200640301.50485203,7784163,3390255231.0866146,3.74,965961000.0,1.4960000000000002,25916,2429740,171165
2018-11-22,112573990.196502,8130565,3457238762.670423,3.81,694359000.0,1.905,26461,2433807,171299
2018-11-23,116933232.766944,7235145,3190337256.0888886,3.52,891425000.0,1.4080000000000001,24608,2215204,170942
2018-11-24,141934285.881585,7107485,3272939796.9447856,3.61,796038000.0,1.805,92951,1986957,171819
2018-11-25,202104735.82502702,7031162,2963492303.2477612,3.27,1057329999.9999999,1.635,80873,2047185,171942
2018-11-26,185135904.634745,7138162,3039539427.3742137,3.35,984528000.0,2.68,51496,2057557,171711
2018-11-27,132207969.51971401,6244985,2882021162.455446,3.18,957723000.0,3.9085380000000005,81197,1851421,170970
2018-11-28,86818783.972722,6456131,2745395287.9664636,3.03,860148000.0,1.515,241833,1955090,171400
2018-11-29,131315060.12579499,6933188,2983373238.6523175,3.29,896394059.9999999,0.987,102262,1955140,172252
2018-11-30,137123960.324712,6156265,2748687634.260417,3.03,887904092.0000001,0.9089999999999999,86486,1816140,172160
2018-12-01,57632179.94264001,5821806,2616613776.6385136,2.89,814784416.9999999,0.867,62317,1705682,172080
2018-12-02,98253499.39867,6436551,2672838927.4035087,2.95,740214948.0,1.475,35069,1942328,170342
2018-12-03,111366589.41424501,6439910,2586379111.0424714,2.85,798359633.0,1.425,63794,1919143,171893
2018-12-04,104712142.759133,6631478,2342803013.235772,2.59,770915653.0,2.59,96935,1979189,171970
2018-12-05,110121403.151586,6975558,2224692206.6181817,2.46,843118459.0,3.61128,32591,1961328,172343
2018-12-06,111260824.56368001,6600769,1991591918.8235295,2.2,771704763.0,3.08,147794,1915150,172135
2018-12-07,155892834.702144,6442157,1688701110.7586207,1.86,937285229.0,1.86,30387,1903225,171225
2018-12-08,95778469.723776,6621969,1579975298.902174,1.74,847786798.0,1.74,43588,2032537,171827
2018-12-09,73336307.21168,7227552,1669326842.6403944,1.84,813391106.0,1.84,39317,2206968,172127
2018-12-10,94132015.03486001,6571730,1828053690.9793816,2.02,867574172.0,4.04,25446,1963919,172162
2018-12-11,103364392.698571,6491261,1747946428.9891891,1.93,769874104.0,5.79,23586,1930894,172295
2018-12-12,82537111.578135,6218645,1676150989.9242425,1.85,684689882.0,6.28408,21590,1763681,172411
2018-12-13,99584723.487744,6726880,1795115801.4810808,1.98,612212508.0,3.96,19541,2054699,172305
2018-12-14,87163940.99448,5858398,1675095377.2131147,1.85,608056107.0,5.550000000000001,19881,1815414,172529
2018-12-15,88655742.596148,6120148,1649270142.1368423,1.82,514205945.0,9.1,22820,1914629,172478
2018-12-16,79046031.61573999,4735056,1717463648.28125,1.9,592700281.0,3.8,35449,1413109,170620
2018-12-17,92783179.25664,3596560,1739028972.0,1.92,1035073029.0,13.44,18816,1160319,172195
2018-12-18,533402679.84504,4274582,2179003727.272727,2.4,1357427909.0,9.0,60469,1396578,172017
2018-12-19,1383838524.66204,6390778,2398590684.0,2.65,1267475702.0,1.325,168275,1867569,172356
2018-12-20,542241368.45576,5590712,2251515018.0945454,2.48,1338384673.0,2.48,101132,1561626,172428
2018-12-21,164572840.185117,5615823,2474219228.0496182,2.73,1034421052.0,2.73,34423,1659578,172268
2018-12-22,94168865.67754202,5359144,2373938353.0,2.62,826024877.0,2.62,34231,1631567,172378
2018-12-23,96154133.968086,5016012,2384021568.9078016,2.63,1098757163.0,2.63,38780,1565935,172361
2018-12-24,110305803.848754,5832797,2554984327.333333,2.82,1205992715.0,2.82,45551,1797465,171837
2018-12-25,103103739.475629,6225295,2513172755.8333335,2.77,1040752729.0,2.216,73038,1730406,172380
2018-12-26,88352952.38375099,6186878,2294986950.3423076,2.53,919041942.0,1.7709999999999997,165135,1922363,172045
2018-12-27,81779928.12002,5835890,2358536525.172414,2.6,786076003.0,1.3,193015,1820583,172014
2018-12-28,67732617.494664,5476183,2099227261.7962265,2.32,912368604.0,1.8559999999999999,61205,1556922,172368
2018-12-29,73976663.36572401,5629920,2409298959.657795,2.66,832583860.0,2.128,58936,1547380,170835
2018-12-30,56108259.66205,5685662,2384894324.7126865,2.63,678199674.0,2.104,70639,1673241,172241
2018-12-31,60360017.58696001,5566924,2425836966.1789885,2.68,737955581.0,2.68,48641,1572131,172324
